"","cdc28_13_37_2h_rep1_Aligned.sortedByCoord.out.bam","cdc28_13_37_2h_rep2_Aligned.sortedByCoord.out.bam","cdc28_13_37_2h_rep3_Aligned.sortedByCoord.out.bam","cdc28_13_37_8h_rep1_Aligned.sortedByCoord.out.bam","cdc28_13_37_8h_rep2_Aligned.sortedByCoord.out.bam","cdc28_13_37_8h_rep3_Aligned.sortedByCoord.out.bam","WT_37_2h_rep1_Aligned.sortedByCoord.out.bam","WT_37_2h_rep2_Aligned.sortedByCoord.out.bam","WT_37_2h_rep3_Aligned.sortedByCoord.out.bam","WT_37_8h_rep1_Aligned.sortedByCoord.out.bam","WT_37_8h_rep2_Aligned.sortedByCoord.out.bam","WT_37_8h_rep3_Aligned.sortedByCoord.out.bam"
"tM(CAU)D",1.2,1.2,2,2,0.6,0.6,0.8,0.8,0.2,2.2,2,1.6
"YDL247W",5,4,5.83,4.5,4,3,2.5,4,3.5,3.5,4,5.5
"YDR406W",15.5,16,15.75,55,41.5,32.5,7,22,18,21,32,23.5
"YDR273W",2,1,2,0,2,1,0,1,1,0,0,0
"YDR269C",0,0,0,0,0.5,1,1.5,0,0.5,0,0.5,0.5
"YDR453C",1,2,1,10,3,8,0,3,3,4,6,3
"YDR383C",3,0,4,1,0,0,4,4,2,2,7,1
"YDR375C",13,11,14,13,4,6,6,8,7,9,8,12
"YDL161W",18,11,17,7,4,6,23,18,21,16,14,24
"YDL051W",28.5,28,21,4,1,0,30.5,36,22,32,28.5,33
"YDR084C",5,8,7,2,0,2,7,2,3,8.06,9,5
"YDL056W",10,9,16,15,6,10,22,16,19,18,19.25,19
"YDR344C",0,1,1,0,0,0,1,0,0,0,1,2
"YDR320C",24,25,19,11,5,11,26,16,21,18,16,23
"YDR221W",16.17,6.33,20,8,2,3,20,14,14,11,12,18
"tI(AAU)D",0.17,0,0,0,0,0,0,0,0,0,0,0
"YDL032W",2,0.5,0.5,0.5,0,0.5,0,0,0,1,0.5,1
"YDR456W",9.5,11,15.5,3,10,2,18.5,27.5,19,14,27.5,14
"YDL036C",9,8,13,0,2,1,11,14,10,8,11,9
"tL(CAA)D",4,5.3,4.12,4.2,3.1,3.1,2.4,3.4,2.6,3,5.13,3.01
"YDL217C",4,4,7,1,1,2,2,7,5,11,9,4
"snR63",172,159.5,176,142,133,132,146,145,141,180,199,187
"YDR334W",22.04,29,20,18,15.04,11,28,55,44,40,51,38
"YDL049C",3,2,4,4,0,0,2,1,0,6,2,2
"YDL164C",8,12.5,14,16,9.5,5,16,11.5,14,20,12.25,14
"YDR384C",9,4,5,1,3,2,5,5,9,9,8,5
"YDR149C",3,2.5,3,0,1.5,0.5,1,4,4,5.5,4.5,5.5
"YDR093W",52.25,52.17,46.36,23.89,16.67,11.83,53.96,61.04,47,54.18,65.43,61.22
"YDR071C",32.5,27,27,12,3,5,27,23,20,21,22,18
"YDL143W",42,55,44,10,2,6,41,46,40,57,60,69
"YDR032C",34,23,27,21,7,10,18,27,21,20,41,39
"tR(UCU)D",0.25,0.5,0.27,0.25,0.25,0,0.12,0.1,0,0.22,0.47,0
"YDR063W",12,13,10,5,3,0,10,6,4,13,14,9
"YDL166C",8,7,3,2,1,0,6,13,10,8,8,8
"YDR004W",7,8,7,5,0,4,6,5,10,16,8,8
"YDR151C",3,6,10,12,10,8,8,6,6,13,13,12
"YDR037W",197,183.5,162.5,35,12,19,180,188.5,129,168,224,207.83
"YDL175C",10,4,4,1,3,0,8,5,1,5,7,7
"YDR286C",1,3,2,1,1,1,2,0,0,4,6,0
"YDR172W",123,101,102,21,22,18,116,113,78.5,114.5,157,126.5
"YDL174C",32,37,24,57,46,35,20,24,19,24,23,21
"YDR080W",11,11,15,9,4,4,18,15.08,14,8,15,19
"YDR503C",5,3,1,2,5,2,6,13,4,3,4,4
"YDR069C",16,8,8,19,18,22,13,14,6,8,10,10
"YDR047W",13,14,17,6,5,3,17,17,17,11,16,20
"YDR215C",0,1,0,0,3,2,0,0,1,2,1,0
"YDR267C",5,6,5.25,1,1,2,6,7,11,6.25,12,13
"YDR142C",4,6,3,7,3,4,6,3,4,8,2,6
"YDL212W",26,21,21,28,19,13,18,46,22,35,18,27
"YDR249C",9,5,3,5,4,2,2,4,3,7,7,8
"YDL209C",6,3,7,1,3,0,1,4,6,6,4,5
"YDR044W",18,23,29,36,25,35,7,16,13,13,15,12
"tK(UUU)D",1.9,3.9,2.76,3,2.17,1.71,2.74,3.57,1.29,3.99,4.36,2.6
"YDR311W",11,12,15,18,13.12,3,14,26,12,17,22,10
"YDL159C-B",0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5
"YDR222W",2,7,6,3,2,4,8,11,3,4,3,4
"YDR510C-A",10,14.5,8.5,3,2.5,5,7,5,7.5,7.5,10.5,13.25
"YDR401W",0.5,0.5,1,1,0.5,0,0,0.5,1,0,0.5,0.5
"YDR207C",6,16,8.05,5,1,5.22,8,16,10,11.05,19.1,13
"YDL005C",12,15,13,14.5,16,10,12,10,11,8,12,8
"YDR295C",8,14,4,6,8,5,7,11,9,16,16,10
"YDR543C",0,0,0,0.12,0,0,0,0,0,0,0,0
"YDL208W",35,21,27,6,3,4,27.33,30,21,36,37.29,49
"YDR135C",129.07,99,94.07,56,24,34,104,113,84,102,119,126
"YDL114W",1,1,0,1,0,1,0,0,0,0,0,0
"YDR247W",4,8,4,7,3,4,3.5,3,4,5,1.25,3.25
"YDL197C",5,6.5,4,6,2,2,11,6,7,8,13,4
"YDR229W",4,4,9,6,1,1,6,10,11,4,5,5
"YDR095C",0,1.5,0,0,0.33,0.5,1.33,0,0.5,0,1.33,0.67
"YDR027C",17,17,11,7,5,7,15,17,16,17,21,15.17
"YDL106C",6,8,10,15,5,7,8,15,7,11,5,3
"YDR404C",6,11,7,2,1,4,7,6,14,10,13,12
"YDR256C",3,4,2,15,15,5,4,3,4,3,5,2
"YDR518W",22,18,11,10,4,15,20,17,18,11,16,11
"YDR055W",104,121,130,226,177,149,120,115,98,73.5,93,77
"YDL087C",3,6,6,2,3,4,0,1,4,6,3,5
"YDR177W",15,15,6,2,2,2,17,15,17,12,13,18
"YDL014W",85,81,68,13,3,11,74,106,79,112,120,124
"YDR289C",7.5,7,9,2.5,10,1,4,5.5,5,8,6.5,0
"YDL159W",6.5,2.5,3,9.5,6,6,5,4.25,4.6,6,11.5,5.5
"YDR532C",1,4,4,5,4,11,1,3,2,5,5,4
"YDR137W",11,12,11,9,4,5,13,7,10,8,9,19
"YDL153C",30,34.83,40,13.5,10.5,12,39,46,37,45.5,36.5,36
"YDR393W",5,5,7,0,6,2,8,2,4,8,7,8
"YDR506C",6,2,8,1,1,1,6,4,1,5,4,1
"YDL219W",6,6,10,1,0,1,7,18,8,10,9,9
"YDL090C",3,1,4,1,2,2,3,4,5,4,4,9
"YDR033W",89,94,103,5,7,10,170,193,144,159,206,167.75
"YDR035W",37,33,43,19,18,20,34,30,21,36,42,40
"YDR332W",8,13,8,6,4,7,14,5,10,8,8,8
"YDR510W",14,19.5,27.5,4,2.5,9,18,20,19.5,20.5,27.5,24.5
"YDL055C",103,118,111,68,51.75,46,190,224,205.5,239,321,267
"YDR480W",2,1,2,3,1,1,4,6,2,6,5,4
"YDL103C",17,19,11,4,6,2,22,24,14,18,16,22
"YDL085C-A",3,4,4,1,1,0,1,6,2,4,3,4
"YDR350C",8,18,15,12,10,14,16,16,8,9,13,9
"YDR342C",80.08,93.67,114.5,407.62,296.5,339,60.17,73.5,58.92,74.42,66.08,68
"YDR087C",14,25,18,3,1,2,14,13.58,12,29,33,30
"YDL236W",19,16,20,0,3,2,13,22,16,21,22,17
"YDR012W",249.5,251.5,221.33,33.5,20,19.5,272.5,274.83,242,227.17,338.5,296
"YDL121C",10,7,15,2,0,0,11,10,6,8.5,10,9
"YDR525W-A",3,7,5,1,0,1,3,2,0,2,3,1
"tG(GCC)D2",0,0,1,0,0,0,0,0,0,0,1,1
"YDL190C",23,32,40,13,14,11,32,25,35,33,39,48
"YDL047W",13,16,24,11,10,10,30,23,29,18,24,20
"YDR099W",74.5,76.5,79.11,52.17,33,31,61,65,53.5,67.5,70,55
"YDR092W",6,5,13,3,0,0,17,7,7,8,9,7
"YDR164C",13.17,13.4,16.06,5.33,2.12,3.06,18.06,14.08,10.56,20,15,24.06
"YDR058C",1,1,4,3,3,0,1,1,3,7,1,2
"YDL020C",7,12,19,77,65,48,14,18,12,15.25,16,24
"YDL025C",13.75,14.5,6.5,25,18.5,19.5,3.5,9,9,15,7,7.5
"YDR374C",1,0,2.25,4,7,4,1,0,0,0.25,0,0
"YDL207W",10,8,14,6,5,4,16,12,7,17,17,18
"YDR270W",7.5,7,3.5,11,11.5,11.5,14.5,10.5,4,10,7.67,7.67
"YDR152W",24,9,22,6,6,9,15,22,15,19,21,17
"YDL148C",34,43,31,6,6,5,30,40,33.12,42.1,62,45
"tI(UAU)D",14.5,23.5,15.5,21.5,15.83,17.5,32,42.5,25.33,37,40.5,47
"YDR379C-A",1,1,2,1,2,3,1,3,1,0,2,0
"YDR218C",2,0,3,5,1,1,1,2,2,2,2,2
"YDL018C",5,3,3,1,0,2,4,8.5,7,5,6,8
"YDR507C",27,12,25.25,32,35,22.8,47.17,63,46,35.25,36,51
"YDL003W",4,7,6,5,1,0,32,29.5,17,22,28,17
"YDR524C-B",58,52,61,33,22,22,60,84,63,99,113.9,88
"YDR371W",15,13,8,7,3,4,5,13.5,10.5,14.17,11,7
"YDR359C",34,29.5,30,24.5,27,12,25.5,42.5,28,38,36.05,37.5
"YDL180W",10,7,7,4,7,7,8,10,3.1,7,8,5
"YDL133W",8,14,8,11,12,3,13,11,17,13,11,11
"YDR335W",43,49,50,37,16,26,49,43,48,49,66,68
"YDR351W",23,15,22.5,15,6,12.06,29,32,30,23,34.25,27
"YDL150W",17,12,15,5.5,5,8,13.5,23.5,9,22,20,23.5
"YDL177C",3,0,3,2,0,1,3,1,0,3,1,4
"YDR171W",25,25,17,266,160,176,14,26,15,13,15,16
"YDR364C",10,7,13,7,6,6,10,9,12,11,14,16.5
"YDR309C",14,12,7,3,3,2,12,18,10,11,16,10
"YDL239C",5,6,2,6,1,0,4,3,2,6,1,2
"YDL228C",121.39,93.17,101.5,16.75,11.75,8,101.33,132.33,87.25,114.6,132.5,125.5
"YDL156W",3,4,7,1,3,2,7,4,3,1,2,7
"YDL016C",3.5,5.5,4.5,1,1.5,1.5,4,4,1,5.5,7.5,7
"tX(XXX)D",1.25,1.38,1.33,1.25,0.5,0.25,1.62,1.95,0.5,3.71,1.25,1.25
"YDR524W-C",48,35,48.5,15,15,18,68,78,48,71,74,61
"YDL085W",3,3,2,21,13,12,3.25,1,1,1,0,2
"YDR300C",17,18.09,17.07,4,3.04,5,13,15,15,16,10,15.04
"YDL168W",15,19,19,20,15,23,26,11,19,21,26,20
"YDR360W",0,2.5,4,1.5,2,1,2.5,0.5,5,1,2.05,1.5
"YDR195W",15,9,18,8,3,10,9,12,13,12,14,12.12
"YDR321W",19,22,23,5,4,3,19.5,29,20,29,32,29
"YDR237W",12,8,7,3,2,4,7,10,10,12,13,18
"YDL127W",4,5,3,0,0,2,6,6,5,3,6,8
"YDR107C",8,5,8,5,2,5,9,13,10,9,10,11
"YDR472W",7,6,7,2,4,4,9,8,14,8,5,12
"YDL030W",6,10,6.5,6,2,1,5.17,11,5,10,6,10
"YDR468C",11,10,13,3.33,10,6,12,10,7.33,9,9.33,8
"YDL084W",77,67,65,16,12,3,80,95,68,96,136.5,102
"YDL203C",8,7,6.5,4,6,8,12,17,8,14,14,18
"YDL025W-A",0.5,1.5,1.5,1,1.5,1.5,0.5,0,1,0,0,0.5
"YDR285W",8,6,13.33,3,7,3,5,2,3,4,5,5
"YDL229W",437.39,415.67,413.33,63,54.75,45.83,419.08,494.08,360.5,428.1,556.5,524
"YDR329C",5,10,14,5,11,8,10,8,9,5,10,4
"YDR034C",11,16,15,7,6,11,17,19,5,16,22,27
"YDR009W",8,8,1.17,3,3,3,1,3,1,6,3,5
"tS(AGA)D2",2.2,2.9,2.31,1.6,1.4,0.9,3.51,1.12,2.1,1,1.1,1.8
"YDR488C",4,5,7,1,0,0,6,6,5,5,5,8
"YDR103W",21,19,15,9,6,5,22,18,25,20,19,22
"YDR336W",3,3,6,2,0,0,5,5,5,5,10,5
"YDL101C",3,1,3,2,6,9,10,9,11,6,8,6
"YDR162C",2,5,10,5,2,3,2,12,6,8,6,9
"YDR312W",17,18.5,19,0,5.25,7.5,23.5,21.5,6,13,17.5,13.5
"YDL061C",50,43,41,2,4,5,39.5,56,40,39,58,45
"YDL040C",38,36,47,17,11.25,8,52,49.5,42,42,46,49
"YDR145W",22,18,24.33,12,12,7,19,20,12,35,26,20
"YDR124W",1,2,5,4,8,7,2,4,3,4,3,6
"YDL231C",31.5,23.17,22,6,6,7,19.33,37.17,25.5,16,21,30
"YDR190C",34,34,30,5,6,4,30,53,38,29,44,39
"YDL064W",12,6,5,3,2,5,10,15,13,7,9,11
"YDR463W",16,19,13,11,10,7,12,18,16,25,22,18
"YDR491C",0.5,0.5,0,0,0.5,0,0.5,2,0,1,0.5,3
"YDR449C",12,11,14,6,6,0,17,21,11,15,26,24
"YDL035C",24.5,17.12,31,47.5,42.5,28,22.6,24.58,29.5,26.5,32.5,28.67
"YDR074W",27,40,50.06,80,69,53,40,53,43,39,52,35
"YDR525W",0,0,0,0,1,0,0,0,0,0,0,0
"YDR257C",17,12,11,2,4,2,12,13,13,12,19,9
"YDR402C",2.5,2.5,2,2,2.5,4,0,1.5,1,1,4.5,0.5
"YDR450W",153.5,140,157.5,7,9,9,166.5,184,170,219,197,200.83
"YDR376W",13.67,13.67,16.33,4,4.67,9,10,18.33,10,9.67,11.33,14.67
"YDR161W",15,26,13,2,2,6,14,22,18,12,19,16
"YDR090C",3,8,2.06,2,2,1,4,5.08,6,3,5,9
"YDR189W",18,23.5,24,3.1,10,1,24,38,17,27,28,34
"YDR524C",14,18,13,12,5,3,10,19,15,16,17,22
"YDL237W",20,17,18,8,8,1,21.5,21,14,18,20,10
"YDR188W",33.5,33.5,54.5,12.5,3,11,53,48.5,51,56,67.5,66
"YDL133C-A",76.5,89.5,100,18.5,10.5,12,76.5,80.33,65.75,95,98.75,88
"YDR531W",13,13,9,9,1,4,17,6,10,12,11,9
"tG(GCC)D1",0,0,1,0,0,0,0.5,0,0,0,0,0
"YDR226W",53,59,72,20,11,8,49,65,55,69,92,90
"YDL054C",12,5,4,3,1,3,6,11,9,11,9,7
"YDL205C",32,17,24,1,5,5,26,19,19,35,23,30
"YDR537C",3,1,2,0.5,0,1,0.5,1,1,2,2,2
"YDR496C",57,50,71,4,4,4,40,73,46,49,81,78
"YDR313C",2,4,4,6,3,4,5,5,1,5,6,4.5
"YDL108W",6,8,5,2,0,2,5,7,6,4,3,4
"tV(CAC)D",7.5,6,6.33,7.17,5.67,6.17,4.83,5.5,2.5,5,3.5,6
"YDR340W",0.75,0.88,0.75,0.25,0.25,1,0.62,0.5,0.5,0.96,1.34,0.75
"YDL147W",43,27.75,45.5,24,19,22,35,40,31,47,43,36
"YDL081C",94,90.75,92,11,8,6,104,131,78,126,135.75,121
"YDR283C",25,31,34,25,21,14,25,33,36,22,27,30
"YDR261C",36,29,33,39,36,36,35,40,31,26,33,44
"YDL211C",3,0,0,4,2,4,3,2,4,3,10,4
"YDL074C",14.25,20,19,10,4,4,24,27,26,19,30,23
"YDL091C",5,8,4,13.5,4,9,11,8,3,6,3,3
"YDR346C",40,39,50,60,50,50,62,52,49,49,69.42,57
"YDR072C",33,19,25,7,8,8,26,35,33,32,29,29
"YDR242W",8,13,7,27,20,21,8,7,11,10,9,9
"YDR323C",0,6,0,0,2,2,2,5.25,2,4,3,1
"YDR486C",8,4,13,5,7,6,7,10,5,13,13,4
"YDR420W",86,83.5,85,31,32,37.06,83,86.14,90,83,125,110
"YDL122W",65,76,58,10,8,16,53,59,53,59,78,60
"YDR390C",11,18,21,8,6,6,20,15,16,17,22,23
"YDR481C",49,52,48,44,30,32,43,39,36,30,31,27
"YDR318W",6,2,8,6,2,3,3,6,6,3,5,4
"YDL105W",2,4,3,7,0,1,4,3.75,3,3,5,4
"YDL141W",13,13,8,1,1,0.5,18.1,13.58,13.62,15.6,13,21
"YDR400W",8,12,7,1,2,5,12,15,10,12,18,20
"YDR522C",0,2,0,4,4,2,1,0,1,2,1,0
"YDL173W",4.5,6,12,3.5,4,2,11.5,7.5,7.5,6,13.5,9.5
"YDR279W",6,8,2,0,4,1,6,10,10,7,6,7
"YDR281C",6,5,6,0,0,0,0,5,4.07,1,5,6
"YDR213W",9,7,5.5,11,8,7,8,19,11,13,12,10
"YDR179W-A",7,3,4,3,1,2,7,5,5,4,6,4
"YDR330W",14,11,9,6,4,7,14,12,17,9,11,14
"YDR106W",1,1,0,2,0,0,0,1,0,1,0,1
"YDL178W",20.5,23,24,7,7,4,12,11,14,18,14,17
"YDR484W",4,5,9,3,1,7,3,6,8,8,3,4
"YDR308C",5,7,6,1,0,0,5,7,8,3,4,4
"YDL192W",48,55,55,10,9,8,54.08,48,37,54,66.5,58
"YDL202W",3,8,11,7,0,2,11,9,5,5,5,8
"YDR146C",4,7,7,3,4,8,24,19,15,16.05,12,22
"YDR241W",0,0,0,0,0,1,0,0,0.17,0,0,1
"YDL158C",3.5,1.5,2.5,3.5,1,0.5,1.5,0,2,4.5,0,2
"YDL185W",354,326,335,75.5,44.5,45.5,273.5,358.5,260.5,291.5,342.5,339.5
"YDR251W",38,26,41,23,14,26,25,39,35,39,36,30
"tL(UAA)D",3.29,0.14,0,0.43,0.43,0.86,0.14,2.64,0.14,0.29,0.43,0.14
"YDR192C",6.5,6,3,2.5,5,9,7.5,12.08,4,7,7.5,6
"YDR368W",22,12,16,8,3,4,13,21,11,15,13,12
"YDR494W",21,18,14,11,5,13,6,13,16,9,14,10
"YDR399W",38,29,48,22,20,17.33,32,37,21,43,58,43
"YDR070C",1,0,0,74,47,41.5,4,1,1,1,1,1
"YDR138W",15,13,15,6,6,4,26,14,13,13,19,10
"YDR031W",0,1,2,2,4,4,1,0,1,2,0,2
"YDR255C",5.07,5.06,3,10,8,4,7,6,9,8.12,11,11
"YDL060W",37,58,69,14,7,8,57,66,47,56.25,59,67
"YDR048C",0.5,0,0.5,0,0,0,0.5,1,0.5,1,0,0.5
"YDR067C",4,8,2,5,4,1,3,6,1,5,7,4
"YDR126W",4,5,1,4,4,4,2,4,1,4,3,1
"YDR315C",4.5,2.18,5.16,3.5,2.04,4.08,2,6.06,3,1,2,2.1
"YDL126C",182,197,175.75,161,119,135,160,185,151,141,209.75,181
"YDR262W",16,2,8,23,35,28,10,14,5,15,10,8
"tQ(UUG)D3",1.11,2.76,1.91,3.75,1.51,2.45,2.48,1.57,1.09,1.62,1.1,1
"YDR345C",163.58,181.67,208.5,190.5,191,162.42,107.67,141.5,112.42,98.42,120.83,129
"YDR079W",4,3,5,3,1,3,4,3,4,2,1,4
"YDR433W",5.5,7,8.5,2,3.5,3,14.5,14.5,9,11,13.5,10.5
"YDL144C",5,16,11,6,1,3,14.1,18.08,17.12,16.1,9,14
"YDR306C",5.25,8.15,8.15,4,2.5,1.08,7,2.06,7.07,5.5,5,5.65
"YDR292C",27,30,32,17,5,9,26,41,29,32,41,37
"YDL009C",1.5,1.5,5,1.5,1,0,0.5,6,0,5,3,3.5
"YDR290W",0.5,0,0,0,0,0,0,0.5,0,0,0.5,0
"YDR282C",6,2,6,1,1,1,2,4,2,3,5,4
"YDR170C",115.72,128.17,140.82,32.06,33.17,20.17,135.25,176,116.55,133.5,199.25,159.37
"YDR174W",10,14,14,6,5,4,17,27,24,32,30,33
"YDL218W",0,0,1,41,20,25,1,4,0,2,0,2
"YDL062W",2.5,3.5,1.5,0,0.5,0,6,2.5,3.5,4,4,3.5
"YDL048C",11,16,8,29,28,21,13,19,17,8,10,10
"YDR500C",64.5,86.5,66,10.5,5.5,3,72.5,81,68,65.75,71.5,75.5
"YDR112W",1.5,1,1.5,0.5,0,0,0.5,0.5,0,0,0.5,0
"YDR538W",4,1,5,1.5,1,2,4.5,3,2,3,3,2
"YDL011C",1,0.5,0.5,0,0,0,0.5,2,1.5,1,0.5,1
"YDR355C",0,0.5,0,0,0,0,0,0.5,0.25,1,1.5,1.5
"YDR301W",21,16,20,9,9,9,24,21,19,18,22,25
"YDR412W",7,6.5,9,0.5,2,1,12,10.5,6.5,10,8,11
"YDR530C",3,2,3,3,1,3,4,6,4,3,3,4
"YDR227W",18,18,23,14,8,6,24,31,16,27,23,37
"YDR041W",3,8,10,3,0,1,5,5,5,10,7,9
"YDR015C",0.5,0,0,0,0,0.5,0,0.5,0,0.5,0,0.5
"YDL008W",3,5,4,1,1,0,5,6,3,9,4,8
"YDR234W",43,39,44,27,11,23,30.25,54,35,27,43,37
"YDR511W",8,6,2,6,0,2,2,2,2,8,2,3
"YDR519W",12,10,15,4,2,2,12,11,11,8,12,5
"YDL086C-A",7,9,8.5,5,1,1.5,7,11.5,7.5,9.5,5,8.5
"YDR250C",0,1,0,1,0,1,0,0,0,0,0,0
"YDR465C",26,25,28,6,2,4,21,31,15,22,26,27
"YDL001W",3,10,5,2,0,7,4,5,2,6,4,7
"YDR454C",38,30,32,3,8,5,30,43,28,30,35,43
"YDR013W",5,0,4,2,0,0,4,3,2,1,5,2
"YDR076W",1,4,1,4,4,4,1,6,2,5,6,3
"YDL095W",81,75,74,14.5,17,14.5,98.5,140,100.5,80,112.79,99
"YDL007C-A",0,0,0,0,0,0,0,0,0,0,0,1
"YDL130W",75,80,81,0,2.5,2,82,110,88.5,108.5,94,101.5
"YDR100W",6,0,7,1,1,0,2,7,4,7,9,4
"YDR479C",12,7,10,10,7,9,5,9,9,6,6,6
"tS(AGA)D1",2.2,1.9,2.31,1.6,1.4,0.9,1.51,1,1.1,1,1.1,0.8
"YDL117W",36,35,33,55,29,38,29,34,35,38,39,27.33
"YDR140W",9,11,10,3,1,0,9,8,7,4,5,5
"YDR381W",17,27,20,18,19,24,36,40,26,45,43,42.42
"tQ(UUG)D2",1.11,1.43,0.41,1.25,1.01,0.95,0.98,0.57,0.25,0.12,0.6,0
"YDR327W",6,7.5,10,2,3.5,2,8,7.5,11.5,8.5,12,7
"YDR062W",41,50,45.83,16,12,10,41,58,45,28,59,55
"YDR143C",29,28,29,8,7,4,17.5,13,23,19,17,36
"YDL172C",3.5,5,6,0.5,1,1,4.5,3.5,3.5,3,4.5,2.5
"YDL053C",16,8,22,3,4,5,6,3,14,11,13,13
"YDR223W",6,3,11,8,4,5,1,4,1.12,4,6,8
"YDL037C",57.75,45.25,47,9,5,0,70.5,82,55.5,71,79.5,78
"YDL167C",20,22.5,28,1,4,2,27,35,27,32,48,45.5
"YDR246W-A",0,0,0,0,0,1,0,0,1,0,0,1
"YDR371C-A",0,1,0,0,0,0,0,0.5,0.5,0,1,0
"YDR517W",11,11,17,10,7,3,10,20,11,5,12,18
"YDL226C",14,16,17,1,3,2,22,10,13,19,22,12
"YDR467C",1.5,1.5,0.5,2,1,1,2.5,3,3,1.5,3,3
"YDL134C",26,16,20.5,45,36.5,41.5,20.5,14,24,25,24.5,32
"YDR117C",11.67,16,10,5,1,4,10,11,14,9,14,13
"YDR314C",10,11,8,3,4,3,6,2,9,9,8,7
"YDR440W",2,11,4,4,7,1,11,12,15,8,5,9
"YDR303C",9.17,8,18,0,2,5,21,28,30,21,16,22
"YDL078C",17,17,23,20,12,13,19,20,20,23,19,19
"YDL238C",4,5,4,4,3,2,5,4,3.5,3,5,3
"YDR529C",21,28,20,19,13,17,22,26,14,13,22,14
"YDR437W",0,1,0,1,1,1,0,1,2,2,0,1
"snR47",54,61,71.56,92,55,88.5,45,57,35,65,54,65
"YDL196W",0,0,0,0,0,0,0,3,0,0,1,0
"YDR452W",26,24,27,14,13,10,41,30,29,30,32,24
"YDR445C",1.5,0,0,0.5,0.5,1,0.5,3,0.5,0,1,1
"YDR347W",22,13,16,6,3,6,13,20,14,16,17,20
"tQ(UUG)D1",1.11,1.43,0.41,1.25,0.96,0.95,0.98,0.57,0.25,0.12,0.27,0
"YDR490C",10,25.5,13,16.83,10,14,12,13,15.33,10.5,17.33,12
"YDR516C",21,20,21,167,108,124,15,26,15,15,22,17
"YDR509W",4,4,4,1,2,1,2,7,5,4.5,7,4.5
"YDL193W",16,11,9,11,9,4,10,6,6,9,7,11
"YDL137W",21,19.25,26,5,5,5,25.21,27.67,18,25.5,27.5,22
"YDL118W",1,1.5,2.5,1,0.5,1,0,0.5,0.5,0,1.5,1.5
"YDR235W",7,7,2,0,0,1,5,10,8,8,10,11
"YDR233C",119,82.5,119.5,15,17,13,106,111,104,110.5,109,115.62
"YDR388W",35,34,33,11,8,12.06,27,37,31,31,44,33
"YDR209C",4,6.42,8.5,4.5,4,2,5.5,10,11.5,10,5.5,7.5
"YDR049W",7.5,10,11.5,4,2,5,11.5,25,14.5,10,18,14.5
"YDL194W",4.11,4,10,12,9,7,2,2,9,5,4,2
"YDR021W",5,6,9,9,3,1,11,13,7,8,15,12
"YDR353W",41,45,40,10,5,3,50,56,53,57,51,40
"YDR051C",10,7,11,6,7,4,4,10,8,7,10,11
"YDR288W",5,7.17,5,2,2,2,7,4,7,2,5,9
"YDR141C",40,41,54,26.17,13,19,43,51.5,40,46,40,51
"YDR194C",52.08,57,42,16,12.08,17,54,42,32,38,71,68.1
"YDR424C",3,8,10,5,4,2,3,8,5,9,1,6
"YDR054C",21,27,22.17,15,12,7,31,28,20,23,26,27
"YDR122W",32,29,28,25,26,8,30,28,27,33,31,32
"YDR184C",15.5,17,16.5,5.5,2,5.5,14,18,9.5,18,29,12
"YDR183C-A",2.5,1.5,1.5,0.5,0,0.5,0,3,1.5,1,2,0
"YDL240W",12,6,12,2,4,3,13,17,13,16,14,11
"YDR056C",11,15,15,5,2,3,17,12,6,7,12,10
"YDR541C",11,13,12,3,0,1,6,8,8,1,6,7
"YDL042C",4.5,12.5,11,3,7,2.5,18.5,13.5,8,4.5,16,12.5
"YDR185C",1,0,4,3,0,2,4,5,2,4,3,2
"YDR328C",18,19.5,16.75,8,4.5,5,15,14.5,6.5,18.5,25,10
"YDR280W",18,12,7,4,5,3,13,17,14,14,17,15
"tV(UAC)D",1,2,1.5,1.5,2,0.5,2.5,1,1,2,1.5,1.5
"YDR098C",23,23,19,5,4,3,16,11,14,15,19,8
"YDR005C",16,10,11,6,4,1,15,6,9,9,10,9
"YDR423C",9,3,4,2,9,6,6,6,8,10,5,6
"YDR017C",31.25,42,35,11,8.5,9,27,39.25,19,31,46,43.75
"YDR419W",3,4,10,2.5,2,7,10,15,3,6,10,8
"YDR444W",5.5,8,10,7.5,2.5,3,9.5,8,8.5,5,9,12
"YDR341C",97,72,90,8,6,6.06,96,105,77,85,80,96
"YDR154C",107.5,99.5,124.5,30,19.5,17.5,101,116,100.5,99,141,135
"YDR464W",26,40.5,31,12.5,9.5,9,36,42.75,21,42.5,33.58,38.5
"YDR132C",4,7,4,2,4,2,6,4,8,10,3,6
"YDL210W",1,2,3,10,7,15,1.5,4,3,2,1,1
"YDR395W",70,48,66.17,21,17.5,12,52.5,80,80,77,102.5,98.5
"YDL222C",0,2,5,43,28,48,3,4,1,1,0,0
"YDR372C",14,22,37,7,21,13,25,31,18,27,30,29
"YDR325W",7.12,10,11,4,8,3,19.5,19,15,20,18,10
"YDR216W",38,37,39,97,69,68,17,14,22.05,17,24,25
"YDR082W",11,4,4,2,5,2,6,3,3,8,11,3
"YDL224C",25,21.25,21,5,8,7,18,19,16,25,24,29
"YDR498C",7,4,5,4,2,2,9,5,3,5,9,10
"YDR010C",1,2,0,0,0,0,0,0,0,0,1,0
